project_id	case_id	case_submitter_id	sample_id	sample_submitter_id	portion_id	portion_submitter_id	analyte_id	analyte_submitter_id	a260_a280_ratio	amount	analyte_quantity	analyte_type	analyte_type_id	analyte_volume	concentration	experimental_protocol_type	normal_tumor_genotype_snp_match	ribosomal_rna_28s_16s_ratio	rna_integrity_number	spectrophotometer_method	state	well_number
HCMI-CMDC	0a6a14db-ca5c-4bf9-9125-611d672bc67b	HCM-SANG-0271-D12	b16a3a6b-b0b1-4749-afbc-aea8f4eb3a5d	HCM-SANG-0271-D12-85A	969f9275-6d55-52d2-8dd2-f1f9b2fe80c0	'--	f32ed211-100b-47ca-b0b0-774a15d58e60	HCM-SANG-0271-D12-85A-01R	3.45	'--	'--	RNA	R	'--	0.05	mirVana (Allprep DNA) RNA	Yes	1.75	10.0	UV Spec	released	'--
HCMI-CMDC	0a6a14db-ca5c-4bf9-9125-611d672bc67b	HCM-SANG-0271-D12	bc55eaf9-56fb-4f98-9fd8-2e80796b2873	HCM-SANG-0271-D12-10A-01D-A80T-32	37c906ca-d022-5148-80e7-df3435dc24c6	'--	61ab7415-862b-55f0-be9f-29a6e1536ac9	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	0a6a14db-ca5c-4bf9-9125-611d672bc67b	HCM-SANG-0271-D12	dc021e65-03cd-4210-a9b7-cdc971c22223	HCM-SANG-0271-D12-86A	28caf66e-84fb-5698-beb0-14d7cd74ed34	'--	7ce86045-0051-465e-8744-f6299a007bce	HCM-SANG-0271-D12-86A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0a6a14db-ca5c-4bf9-9125-611d672bc67b	HCM-SANG-0271-D12	dc021e65-03cd-4210-a9b7-cdc971c22223	HCM-SANG-0271-D12-86A	3800471d-49fa-5950-9762-691fffaecd00	'--	e8c8e41f-0a24-4d16-bcdd-3d7422150c4d	HCM-SANG-0271-D12-86A-01R	1.84	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.88	8.5	UV Spec	released	'--
HCMI-CMDC	0a6a14db-ca5c-4bf9-9125-611d672bc67b	HCM-SANG-0271-D12	fa202911-ce39-476e-9631-e81ffb46a402	HCM-SANG-0271-D12-31B	a9aec562-c531-458d-95f1-768e2610aae7	HCM-SANG-0271-D12-31B-01	117f4f00-2978-4a67-8a18-3acbd77fe930	HCM-SANG-0271-D12-31B-01D	'--	'--	'--	DNA	D	'--	0.15	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	4d528888-ae64-4294-9f85-5094ea60aa74	HCM-CSHL-0366-C50-86A	c8c40e3f-abf3-5106-b801-acf7665e4cf3	'--	61367867-824f-4060-9da6-327b7df787ea	HCM-CSHL-0366-C50-86A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	4d528888-ae64-4294-9f85-5094ea60aa74	HCM-CSHL-0366-C50-86A	e142b781-feb6-5c92-8379-dc334df60aeb	'--	f7745566-588b-471f-bd50-b150568e777e	HCM-CSHL-0366-C50-86A-01R	1.85	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	2.06	10.0	UV Spec	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	8fd2a788-ea05-4cea-98c9-8d4540ab4983	HCM-CSHL-0366-C50-10A	82f91d8a-0381-4634-ac6f-dd379857d193	HCM-CSHL-0366-C50-10A-01	c1828727-f575-4b03-9839-0bdaac804601	HCM-CSHL-0366-C50-10A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	be9394d6-6669-49e9-b20c-f3f260bfd47f	HCM-CSHL-0366-C50-01A	2870540c-9a5d-42f5-acd3-98194265117c	HCM-CSHL-0366-C50-01A-11	929c3e84-1f3c-4cae-8940-21bd1d292878	HCM-CSHL-0366-C50-01A-11D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	f6fc7822-2891-4403-b9ee-f1348ad56685	HCM-CSHL-0366-C50-85B	3a94f702-0ccf-5596-be1a-8e13566e7a04	'--	22fe19ab-5d33-47fc-bf11-2310effd0e15	HCM-CSHL-0366-C50-85B-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bbe1b04-f582-453c-9070-7aafc07912fe	HCM-CSHL-0366-C50	f6fc7822-2891-4403-b9ee-f1348ad56685	HCM-CSHL-0366-C50-85B	e59515d8-e01d-5441-b22e-70f361cba16f	'--	dceffc95-c4f1-47a8-afdc-8c87887d1e27	HCM-CSHL-0366-C50-85B-01R	1.62	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.68	9.6	UV Spec	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	06b5706f-4330-435d-a6d8-6e98b5fad8e7	HCM-WCMC-0673-C56-85A	c2584ffd-3581-5d81-bee5-ae868f26a1e3	'--	d9be5de6-b82a-42c4-b575-0d04b971b42d	HCM-WCMC-0673-C56-85A-01R	1.61	'--	'--	RNA	R	'--	0.12	mirVana (Allprep DNA) RNA	Yes	1.41	8.1	UV Spec	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	06b5706f-4330-435d-a6d8-6e98b5fad8e7	HCM-WCMC-0673-C56-85A	c23fefaa-ca76-5937-91b0-99161b551934	'--	f2dae26e-eb4d-4098-b511-6ec3acfec7be	HCM-WCMC-0673-C56-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	0aa9504e-58c3-42ca-880b-ec0ad8b47a80	HCM-WCMC-0673-C56-01A	3f9ed99f-3ea8-48d9-b88b-44d065603e3d	HCM-WCMC-0673-C56-01A-10	29c454c7-ac67-4d17-a235-d5025a044fdd	HCM-WCMC-0673-C56-01A-10R	1.81	'--	'--	RNA	R	'--	0.15	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.08	2.7	UV Spec	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	0aa9504e-58c3-42ca-880b-ec0ad8b47a80	HCM-WCMC-0673-C56-01A	3f9ed99f-3ea8-48d9-b88b-44d065603e3d	HCM-WCMC-0673-C56-01A-10	5c1483fc-3712-4a71-9129-f6f70db36cf6	HCM-WCMC-0673-C56-01A-10D	'--	'--	'--	DNA	D	'--	0.13	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	37023d36-7e3c-4742-85a6-80aa36b9544b	HCM-WCMC-0673-C56-05A	8309f25e-1a2d-4ea2-b8ea-9584ddc74921	HCM-WCMC-0673-C56-05A-25	1c3ad506-5a70-4e5d-9519-d7e9fada9b50	HCM-WCMC-0673-C56-05A-25R	1.84	'--	'--	RNA	R	'--	0.16	HighPure miRNA (Allprep DNA) FFPE RNA	Yes	0.17	2.5	UV Spec	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	37023d36-7e3c-4742-85a6-80aa36b9544b	HCM-WCMC-0673-C56-05A	8309f25e-1a2d-4ea2-b8ea-9584ddc74921	HCM-WCMC-0673-C56-05A-25	514ae4a1-482e-4cf6-8f07-ad3d25c71b76	HCM-WCMC-0673-C56-05A-25D	'--	'--	'--	DNA	D	'--	0.17	Allprep FFPE DNA	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	5d213f4f-9480-48eb-a2d3-b0991cb15e18	HCM-WCMC-0673-C56-10A	c49d11ea-6cd4-4b45-8aeb-ed30d19616e9	HCM-WCMC-0673-C56-10A-01	a59e9f17-d82f-4694-845d-8b2b53ebad5a	HCM-WCMC-0673-C56-10A-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	674b69b7-7e0d-42d6-9771-d29747844908	HCM-WCMC-0673-C56-85B	9589538b-aafc-51fc-97c2-12701246c65c	'--	6a5951ec-c027-4f5e-ba83-96698163245a	HCM-WCMC-0673-C56-85B-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	674b69b7-7e0d-42d6-9771-d29747844908	HCM-WCMC-0673-C56-85B	4be65e74-9b0a-548a-8eb7-2e542efab326	'--	a1409ec2-865a-45a0-afaa-4e61c75c500d	HCM-WCMC-0673-C56-85B-01R	1.36	'--	'--	RNA	R	'--	0.08	mirVana (Allprep DNA) RNA	Yes	1.93	8.3	UV Spec	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	ae24cb18-3098-48b0-aa90-a77308abfb16	HCM-WCMC-0673-C56-86B	97b59c55-50d1-56b0-b1d4-27a2e1ad9735	'--	16fe06a8-b10b-4d27-b70f-1ada73f6ad72	HCM-WCMC-0673-C56-86B-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0bcca666-3c62-4eb9-a47c-93bb7c020ad6	HCM-WCMC-0673-C56	b11a0e96-7747-4aa2-acac-2e6cee9b880c	HCM-WCMC-0673-C56-86A	b127fb23-2458-510e-bae1-f0ecc369a918	'--	6d2bd1bf-5c51-4972-8cf1-cdf4b19923dd	HCM-WCMC-0673-C56-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	06c2d962-ede5-4f2f-81dd-dc9253a9ddf5	HCM-SANG-0287-C20-01A-01D-A80T-32	4b934593-d895-5d7b-be50-a4ba8499a4bd	'--	6ef0dd35-ae2b-5424-b43f-30a36318a4b1	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	31866d02-8351-497c-8c73-1fc5fef584aa	HCM-SANG-0287-C20-01A	003cfb21-0ffb-44e2-9961-ebdd5c39f361	HCM-SANG-0287-C20-01A-01	038fc540-f8e2-44b7-944c-ac6f25cac665	HCM-SANG-0287-C20-01A-01R	2.06	'--	'--	RNA	R	'--	0.13	'--	Yes	1.59	4.4	UV Spec	released	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	31866d02-8351-497c-8c73-1fc5fef584aa	HCM-SANG-0287-C20-01A	003cfb21-0ffb-44e2-9961-ebdd5c39f361	HCM-SANG-0287-C20-01A-01	9b91bd41-f1f6-4712-84c9-54afa62d089b	HCM-SANG-0287-C20-01A-01D	'--	'--	'--	DNA	D	'--	0.03	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	38243f28-93e3-4a8a-bf92-8019a07b3bec	HCM-SANG-0287-C20-85A-01D-A80T-32	99e3e54a-9ae7-5439-87b8-cb106969ba50	'--	5083e6cc-2559-575e-9260-e9bc0a2973d7	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	459eaa9f-e97f-4008-8cf6-f6671985fd30	HCM-SANG-0287-C20-10A-01D-A80T-32	1d009619-a5f3-5c0f-bf22-349028a5774b	'--	fefd3c8c-a3fe-50f3-a52b-d40883c0de60	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	62ec2e41-acac-4449-b9fe-fd2c938cc811	HCM-SANG-0287-C20-85A-01R-A80W-32	1e544f9f-11fc-5ae5-b290-a0dc018e6b99	'--	117fa123-0e10-5b15-8919-bb366629033a	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	a716e59b-6876-4c5e-85c9-a53869482d95	HCM-SANG-0287-C20-85A	52ac5478-9762-555b-876a-b450a9c6195d	'--	0a62151e-6c10-4e23-80ff-93970fa20f7a	HCM-SANG-0287-C20-85A-01R	1.98	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	2.02	9.1	UV Spec	released	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	a716e59b-6876-4c5e-85c9-a53869482d95	HCM-SANG-0287-C20-85A	c3077024-addf-5353-bb3e-15998b4f4383	'--	4a18990e-a0dc-4466-aaed-0053ffa0656a	HCM-SANG-0287-C20-85A-01D	'--	'--	'--	DNA	D	'--	0.07	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0cf7d1fe-e9c7-4e84-9497-df13ca2ed2c9	HCM-SANG-0287-C20	fa630ad7-f709-43ca-bf5c-d3e83dd51779	HCM-SANG-0287-C20-10A	a7236e0c-decf-48c3-a977-d069436420b7	HCM-SANG-0287-C20-10A-01	6ef5c20b-50c3-4fda-bd1e-de4876ccab7b	HCM-SANG-0287-C20-10A-01D	'--	'--	'--	DNA	D	'--	0.03	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0df0db7a-b473-4643-9caf-a7c272c54c29	HCM-CSHL-0248-C19	090acb7b-8811-46dc-aeed-f2262b6809d4	HCM-CSHL-0248-C19-10A	322faea8-9574-45bb-88e8-b8c42cf0efb4	HCM-CSHL-0248-C19-10A-01	b5ad83ec-c89d-444d-86c5-2f310dcbfa6d	HCM-CSHL-0248-C19-10A-01D	'--	'--	'--	DNA	D	'--	0.17	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0df0db7a-b473-4643-9caf-a7c272c54c29	HCM-CSHL-0248-C19	84aba9ee-e2f5-4e7f-bfba-3873dfe48eb4	HCM-CSHL-0248-C19-01A	df14574c-5d51-4999-ace5-ac80ac9386e5	HCM-CSHL-0248-C19-01A-11	006df62f-0758-49b6-87e4-b949610bd4f0	HCM-CSHL-0248-C19-01A-11D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0df0db7a-b473-4643-9caf-a7c272c54c29	HCM-CSHL-0248-C19	84aba9ee-e2f5-4e7f-bfba-3873dfe48eb4	HCM-CSHL-0248-C19-01A	df14574c-5d51-4999-ace5-ac80ac9386e5	HCM-CSHL-0248-C19-01A-11	57633f04-4768-4cb1-baf2-134691231062	HCM-CSHL-0248-C19-01A-11R	1.77	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.46	7.7	UV Spec	released	'--
HCMI-CMDC	0df0db7a-b473-4643-9caf-a7c272c54c29	HCM-CSHL-0248-C19	d9a4dfd4-56a2-46c3-b4e6-af6388c9b203	HCM-CSHL-0248-C19-85A	dd7b8bee-0464-5957-b58d-b77ec26588a5	'--	8fb9348c-3040-4ea5-85bc-669c619caeec	HCM-CSHL-0248-C19-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0df0db7a-b473-4643-9caf-a7c272c54c29	HCM-CSHL-0248-C19	d9a4dfd4-56a2-46c3-b4e6-af6388c9b203	HCM-CSHL-0248-C19-85A	5caf271f-8a65-5f28-b290-742855c7f685	'--	a6c401e0-f600-479c-8987-8b80b421e832	HCM-CSHL-0248-C19-85A-01R	1.81	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	2.08	10.0	UV Spec	released	'--
HCMI-CMDC	0e9a9e97-f0bf-4f4a-84cc-73eccfc627b1	HCM-CSHL-0376-D37	76b129b9-954b-4471-949b-e118dc778e2d	HCM-CSHL-0376-D37-85P	995f07af-59f5-5263-b862-0ed564322b85	'--	c70fdba0-7324-4ea1-b15c-8de62a459a50	HCM-CSHL-0376-D37-85P-01R	1.78	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.81	9.0	UV Spec	released	'--
HCMI-CMDC	0e9a9e97-f0bf-4f4a-84cc-73eccfc627b1	HCM-CSHL-0376-D37	76b129b9-954b-4471-949b-e118dc778e2d	HCM-CSHL-0376-D37-85P	c3a7dce6-8d4f-51a5-b0b2-a46c51840afc	'--	f877946f-8a20-40dd-b5e0-5d4a350c2528	HCM-CSHL-0376-D37-85P-01D	'--	'--	'--	DNA	D	'--	0.14	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0e9a9e97-f0bf-4f4a-84cc-73eccfc627b1	HCM-CSHL-0376-D37	ac11b2da-38a9-444e-a922-3b78f15be942	HCM-CSHL-0376-D37-10A	d0c90c2f-d6d9-4601-b2f8-6ca30b48f405	HCM-CSHL-0376-D37-10A-01	9bc12019-74f2-4784-9322-0398a2c1b3d1	HCM-CSHL-0376-D37-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0e9a9e97-f0bf-4f4a-84cc-73eccfc627b1	HCM-CSHL-0376-D37	cbfc2432-c011-41ee-81fd-5efd8c0dac79	HCM-CSHL-0376-D37-31A	f2b394b2-35f1-492b-969e-df863a2714cc	HCM-CSHL-0376-D37-31A-11	78c3017c-6de1-4ccb-bf4d-27922b0b1f38	HCM-CSHL-0376-D37-31A-11D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0e9a9e97-f0bf-4f4a-84cc-73eccfc627b1	HCM-CSHL-0376-D37	cbfc2432-c011-41ee-81fd-5efd8c0dac79	HCM-CSHL-0376-D37-31A	f2b394b2-35f1-492b-969e-df863a2714cc	HCM-CSHL-0376-D37-31A-11	9c7ccff1-5150-46a4-94dd-a928df9db3e7	HCM-CSHL-0376-D37-31A-11R	1.8	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.36	7.6	UV Spec	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	61e2b8d7-7c0e-4324-9633-d53df618cdb6	HCM-BROD-0012-C71-85A	2b63e30c-db56-5aee-99e2-d1a9eaf8aa07	'--	0eee4e22-2311-4b5e-96af-e61e9ee34134	HCM-BROD-0012-C71-85A-01R	2.27	'--	'--	RNA	R	'--	0.04	mirVana (Allprep DNA) RNA	Yes	1.43	9.4	UV Spec	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	61e2b8d7-7c0e-4324-9633-d53df618cdb6	HCM-BROD-0012-C71-85A	e79ecf30-13f9-5407-9655-d795afdb24ac	'--	ccedf8c1-e91a-4ba7-8ae2-d0f9b218e448	HCM-BROD-0012-C71-85A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	c2da1c0f-9145-4f45-ade3-f0dc1106f3b3	HCM-BROD-0012-C71-86A	2c4e8b48-f74c-5656-ac2b-eb8f4a71dcf3	'--	aa0b89a8-e841-4e9f-a697-c445eec50d11	HCM-BROD-0012-C71-86A-01R	1.85	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.76	9.9	UV Spec	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	c2da1c0f-9145-4f45-ade3-f0dc1106f3b3	HCM-BROD-0012-C71-86A	5b98698b-d88f-5d67-95bf-073dca5be70c	'--	bf28868e-4bab-4be1-9165-9dd988345cac	HCM-BROD-0012-C71-86A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	ea86287c-5d3c-4a7b-9a78-cc1febf8e0c4	HCM-BROD-0012-C71-10A	cbe9b29f-25f1-4998-9814-bc39e5552d9c	HCM-BROD-0012-C71-10A-01	6993addb-7b5f-4234-9320-4dc5abba804b	HCM-BROD-0012-C71-10A-01D	'--	'--	'--	DNA	D	'--	0.14	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	ef79477d-81d2-480b-a755-6b2fe7cccac1	HCM-BROD-0012-C71-01A	12ab0051-32d1-4fc2-8abe-645b54a9d664	HCM-BROD-0012-C71-01A-01	58e703d9-fd75-4b8b-9bdd-842ae024ebcd	HCM-BROD-0012-C71-01A-01R	1.87	'--	'--	RNA	R	'--	0.17	mirVana (Allprep DNA) RNA	Yes	1.86	9.3	UV Spec	released	'--
HCMI-CMDC	0f89e089-4a1d-4e66-8537-502a788cfe75	HCM-BROD-0012-C71	ef79477d-81d2-480b-a755-6b2fe7cccac1	HCM-BROD-0012-C71-01A	12ab0051-32d1-4fc2-8abe-645b54a9d664	HCM-BROD-0012-C71-01A-01	86e649d4-93e9-4f66-9913-d40e3fba5dc3	HCM-BROD-0012-C71-01A-01D	'--	'--	'--	DNA	D	'--	0.16	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	118bf677-caed-4f7f-a837-dd966dce5ca7	HCM-CSHL-0061-C18	0ca75f2e-b1e8-4f74-acda-7e390d133064	HCM-CSHL-0061-C18-01A	ab1be22f-4d4a-4881-92e5-deb9bc94828a	HCM-CSHL-0061-C18-01A-01	2bbf45ab-0063-4aa6-8746-05f9d99edda7	HCM-CSHL-0061-C18-01A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	118bf677-caed-4f7f-a837-dd966dce5ca7	HCM-CSHL-0061-C18	0ca75f2e-b1e8-4f74-acda-7e390d133064	HCM-CSHL-0061-C18-01A	ab1be22f-4d4a-4881-92e5-deb9bc94828a	HCM-CSHL-0061-C18-01A-01	bf0189d4-2501-450f-b384-e0d9f3a19085	HCM-CSHL-0061-C18-01A-01R	1.84	'--	'--	RNA	R	'--	0.18	mirVana (Allprep DNA) RNA	Yes	1.55	8.5	UV Spec	released	'--
HCMI-CMDC	118bf677-caed-4f7f-a837-dd966dce5ca7	HCM-CSHL-0061-C18	d6f3efde-43da-42ae-bf5a-8c3509e0a0ae	HCM-CSHL-0061-C18-10A	3f22d908-4fb4-4a4f-9082-8443dddba858	HCM-CSHL-0061-C18-10A-01	2d6df76f-f415-4f63-ae68-9a19a499402a	HCM-CSHL-0061-C18-10A-01D	'--	'--	'--	DNA	D	'--	0.17	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	118bf677-caed-4f7f-a837-dd966dce5ca7	HCM-CSHL-0061-C18	f8233340-3b20-4308-b2f5-47aeb7fc4f6c	HCM-CSHL-0061-C18-85A	46931669-9de3-5928-833f-8e8b7d1bf970	'--	08d1abb9-52ae-4eb0-89b8-90365291b780	HCM-CSHL-0061-C18-85A-01R	2.09	'--	'--	RNA	R	'--	0.16	mirVana (Allprep DNA) RNA	Yes	1.33	8.5	UV Spec	released	'--
HCMI-CMDC	118bf677-caed-4f7f-a837-dd966dce5ca7	HCM-CSHL-0061-C18	f8233340-3b20-4308-b2f5-47aeb7fc4f6c	HCM-CSHL-0061-C18-85A	4c57fe24-0154-5a5c-bd2e-765faec68597	'--	8cb011a5-19f6-4cd1-8805-8f78a3a25d56	HCM-CSHL-0061-C18-85A-01D	'--	'--	'--	DNA	D	'--	0.15	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	13f667da-a66b-4622-9e6a-b3e861e96961	HCM-BROD-0232-C25	e7dcec12-74e5-45df-a547-556d6d129f84	HCM-BROD-0232-C25-10A	2a263acc-5ede-4d6c-a946-49ebd44cfa5b	HCM-BROD-0232-C25-10A-01	55f08644-2738-4907-bf53-ff3bc6cb3251	HCM-BROD-0232-C25-10A-01D	'--	'--	'--	DNA	D	'--	0.09	Pre-extracted DNA received by TSS	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	13f667da-a66b-4622-9e6a-b3e861e96961	HCM-BROD-0232-C25	ee38e10d-75ae-41de-aa91-c436eea21e5e	HCM-BROD-0232-C25-85B	1484ab56-f2be-5d00-be21-b84c6e0bb208	'--	ac94a0fc-6461-4266-bdb8-c4fdf8bca3ab	HCM-BROD-0232-C25-85B-01R	1.93	'--	'--	RNA	R	'--	0.05	mirVana (Allprep DNA) RNA	Yes	0.58	7.6	UV Spec	released	'--
HCMI-CMDC	13f667da-a66b-4622-9e6a-b3e861e96961	HCM-BROD-0232-C25	ee38e10d-75ae-41de-aa91-c436eea21e5e	HCM-BROD-0232-C25-85B	01f4a106-2196-5bc7-9416-4efca73b6489	'--	cfac1ff5-6d06-4fd6-a1c5-838794f58bf4	HCM-BROD-0232-C25-85B-01D	'--	'--	'--	DNA	D	'--	0.04	aDNA Preparation Type	Yes	'--	'--	PicoGreen	released	'--
HCMI-CMDC	149a8565-e0c5-4474-a693-d44f1b445c0c	HCM-BROD-0199-C71	5e0faf77-f1b3-4b1a-8b6a-8066270eddb4	HCM-BROD-0199-C71-85S	d36e9b05-2f4c-55f0-a02b-846bf9e04004	'--	3b8a2f07-a6d0-4998-8fe8-c2138372e191	HCM-BROD-0199-C71-85S-01R	1.8	'--	'--	RNA	R	'--	0.03	mirVana (Allprep DNA) RNA	Yes	2.32	9.2	UV Spec	released	'--
