,sample_id,inhibitor,auc
625,11-00503,Ibrutinib (PCI-32765),254.550555042769
626,11-00503,Idelalisib,177.157869031322
627,11-00503,Imatinib,232.908268782811
628,11-00503,JAK Inhibitor I,253.994715566927
629,11-00503,JNJ-28312141,177.300318447356
630,11-00503,JNJ-7706621,229.422870039278
631,11-00503,JNK Inhibitor II,242.159483899822
632,11-00503,KI20227,220.535667722849
633,11-00503,KN92,282.928185241471
634,11-00503,KN93,286.327943276273
635,11-00503,KW-2449,243.084601491606
636,11-00503,LY-333531,250.969599231543
637,11-00503,LY294002,169.284704801565
638,11-00503,Lapatinib,264.956986542112
639,11-00503,Lestaurtinib (CEP-701),217.083011023657
640,11-00503,Linifanib (ABT-869),171.952786252747
641,11-00503,MEK1/2 Inhibitor,258.467294770026
642,11-00503,MLN120B,276.313943947857
643,11-00503,Masitinib (AB-1010),226.655570830169
644,11-00503,Midostaurin,255.779794371825
645,11-00503,Motesanib (AMG-706),192.651648051194
646,11-00503,NF-kB Activation Inhibitor,284.213373601215
647,11-00503,NVP-TAE684,221.152097701922
648,11-00503,Neratinib (HKI-272),238.577159274894
649,11-00503,Nilotinib,220.422309983329
650,11-00503,PD153035,277.963786941328
651,11-00503,PD173955,225.967622507858
652,11-00503,PD98059,275.748826222883
653,11-00503,PHA-665752,249.750299954495
654,11-00503,PI-103,144.492940285388
655,11-00503,PLX-4720,263.449115817557
656,11-00503,PP2,230.096483062578
657,11-00503,PP242,127.443070273658
658,11-00503,PRT062070,248.323962410502
659,11-00503,Pazopanib (GW786034),244.590251846758
660,11-00503,Pelitinib (EKB-569),208.823764280332
661,11-00503,Ponatinib (AP24534),186.96899075827068
662,11-00503,Quizartinib (AC220),135.249815518645
663,11-00503,R406,193.325611840175
664,11-00503,R547,218.227635417279
665,11-00503,RAF265 (CHIR-265),226.952257639372
666,11-00503,Rapamycin,171.064294746127
667,11-00503,Roscovitine (CYC-202),266.491640885143
668,11-00503,SB-202190,236.462469191356
669,11-00503,SB-203580,233.633059820712
670,11-00503,SB-431542,231.995501364525
671,11-00503,SGX-523,286.327943276273
672,11-00503,SNS-032 (BMS-387032),122.324184267624
673,11-00503,STO609,275.909502975218
674,11-00503,SU14813,232.276934577949
675,11-00503,SYK Inhibitor,255.69838324211
676,11-00503,Selumetinib (AZD6244),162.776571767348
677,11-00503,Sorafenib,206.98554945234733
678,11-00503,Staurosporine,141.107438319609
679,11-00503,Sunitinib,229.98612179344033
680,11-00503,TG100-115,248.860077193738
681,11-00503,TG101348,189.955382138196
682,11-00503,Tandutinib (MLN518),221.376807210748
683,11-00503,Tofacitinib (CP-690550),199.819556229246
684,11-00503,Tozasertib (VX-680),262.433478204536
685,11-00503,Trametinib (GSK1120212),91.3950153166732
686,11-00503,VX-745,182.042916224931
687,11-00503,Vandetanib (ZD6474),257.669103478556
688,11-00503,Vargetef,236.632332695834
689,11-00503,Vatalanib (PTK787),240.394558815183
690,11-00503,YM-155,252.458301760701
691,11-00503,p38 MAP Kinase Inhibitor,263.939725667193
692,12-00032,A-674563,186.328337650452
693,12-00032,AKT Inhibitor IV,98.6972399828931
694,12-00032,AKT Inhibitor X,254.049527124889
695,12-00032,AMPK Inhibitor,212.247813994626
696,12-00032,AST-487,286.327943276273
697,12-00032,AT7519,158.510518182495
698,12-00032,AZD1152-HQPA (AZD2811),257.070501831354
699,12-00032,AZD1480,209.5197226454
700,12-00032,Afatinib (BIBW-2992),137.464117004282
701,12-00032,Alisertib (MLN8237),229.928841585383
702,12-00032,Axitinib (AG-013736),128.69570084933935
703,12-00032,BEZ235,103.82083445864
704,12-00032,BI-2536,118.922364250364
705,12-00032,BMS-345541,212.356001484961
706,12-00032,Bortezomib (Velcade),136.834180399227
707,12-00032,Bosutinib (SKI-606),139.841554556327
708,12-00032,CI-1040 (PD184352),157.54026997172
709,12-00032,CYT387,129.801870709878
710,12-00032,Canertinib (CI-1033),268.576975864688
711,12-00032,Cediranib (AZD2171),176.213006923334
712,12-00032,Crenolanib,200.3584226702732
713,12-00032,Crizotinib (PF-2341066),166.17831719654475
714,12-00032,Dasatinib,116.75533748047995
715,12-00032,Doramapimod (BIRB 796),66.7642496137702
716,12-00032,Dovitinib (CHIR-258),171.652541303567
717,12-00032,Erlotinib,238.40850722108752
718,12-00032,Flavopiridol,167.526859040178
719,12-00032,Foretinib (XL880),93.1103433687366
720,12-00032,GDC-0879,286.327943276273
721,12-00032,GDC-0941,135.63717818328848
722,12-00032,GSK-1838705A,149.812410735944
723,12-00032,GSK690693,205.604178044838
724,12-00032,GW-2580,171.218257598903
725,12-00032,Gefitinib,246.67447108764702
726,12-00032,Go6976,217.176517232132
727,12-00032,H-89,250.039130583352
728,12-00032,INK-128,109.567786226447
729,12-00032,Ibrutinib (PCI-32765),164.35457399156002
730,12-00032,Idelalisib,169.834217064931
731,12-00032,Imatinib,203.352680398894
732,12-00032,JAK Inhibitor I,206.313039361384
733,12-00032,JNJ-28312141,71.2213917257154
734,12-00032,JNJ-7706621,281.388997457735
735,12-00032,JNK Inhibitor II,164.384062389266
736,12-00032,KI20227,162.20667300215
737,12-00032,KN92,224.859234356316
738,12-00032,KN93,239.052811976502
739,12-00032,KW-2449,202.803088578181
740,12-00032,LY-333531,226.883966256264
741,12-00032,LY294002,135.830422720049
742,12-00032,Lapatinib,234.77810208476598
743,12-00032,Lestaurtinib (CEP-701),161.911159642223
744,12-00032,Linifanib (ABT-869),165.942174811042
745,12-00032,MEK1/2 Inhibitor,233.691198979927
746,12-00032,MLN120B,226.866252810515
747,12-00032,Masitinib (AB-1010),169.99291005678
748,12-00032,Midostaurin,226.472322311649
749,12-00032,Motesanib (AMG-706),162.626611804386
750,12-00032,NF-kB Activation Inhibitor,247.553462672991
751,12-00032,NVP-TAE684,117.340488177655
752,12-00032,Neratinib (HKI-272),163.005843177556
753,12-00032,Nilotinib,190.96394180179766
754,12-00032,PD153035,233.301308564119
755,12-00032,PD173955,232.998165865672
756,12-00032,PD98059,256.10813745316
757,12-00032,PHA-665752,177.008543209998
758,12-00032,PI-103,121.674881970022
759,12-00032,PLX-4720,178.957063495337
760,12-00032,PP2,176.616066422338
761,12-00032,PP242,89.8449477167507
762,12-00032,PRT062070,256.696967288621
763,12-00032,Pazopanib (GW786034),186.33361372388632
764,12-00032,Pelitinib (EKB-569),171.384857352907
765,12-00032,Ponatinib (AP24534),186.59905921281833
766,12-00032,Quizartinib (AC220),111.39822962555813
767,12-00032,R406,173.805767126925
768,12-00032,R547,195.623039861031
769,12-00032,RAF265 (CHIR-265),217.760378471103
770,12-00032,Roscovitine (CYC-202),276.891660071825
771,12-00032,Ruxolitinib (INCB018424),130.109541476491
772,12-00032,SB-202190,131.912021698777
773,12-00032,SB-203580,176.353089168447
774,12-00032,SB-431542,231.358129871199
775,12-00032,SGX-523,241.914484455891
776,12-00032,SNS-032 (BMS-387032),138.567565790641
777,12-00032,STO609,258.845491280758
778,12-00032,SU14813,246.586913820682
779,12-00032,SYK Inhibitor,181.478933672744
780,12-00032,Selumetinib (AZD6244),142.918585291295
781,12-00032,Sorafenib,162.41056581120716
782,12-00032,Staurosporine,183.013316754601
783,12-00032,Sunitinib,172.97260960837164
784,12-00032,TG100-115,206.955783156797
785,12-00032,TG101348,149.016810993224
786,12-00032,Tandutinib (MLN518),188.082435606441
787,12-00032,Tofacitinib (CP-690550),148.27854514653
788,12-00032,Tozasertib (VX-680),210.190975867383
789,12-00032,Trametinib (GSK1120212),88.6627702530164
790,12-00032,VX-745,187.174163708263
791,12-00032,Vandetanib (ZD6474),226.70746435879434
792,12-00032,Vargetef,140.777910245803
793,12-00032,Vatalanib (PTK787),186.461026822476
794,12-00032,YM-155,211.26485456972
795,12-00032,p38 MAP Kinase Inhibitor,224.41605603112
796,12-00069,A-674563,156.472386246917
797,12-00069,AKT Inhibitor IV,131.015104126072
798,12-00069,AMPK Inhibitor,254.052919026665
799,12-00069,AT7519,137.391433964849
800,12-00069,AZD1152-HQPA (AZD2811),266.463962790941
801,12-00069,AZD1480,238.932663942145
802,12-00069,Afatinib (BIBW-2992),203.123583944006
803,12-00069,Alisertib (MLN8237),269.048854398483
804,12-00069,Axitinib (AG-013736),178.642828576743
805,12-00069,BI-2536,146.015641665833
806,12-00069,BMS-345541,243.789741476588
807,12-00069,Bortezomib (Velcade),166.760202038569
808,12-00069,Bosutinib (SKI-606),192.252203412048
809,12-00069,CI-1040 (PD184352),199.559220928517
810,12-00069,CYT387,251.765911994375
811,12-00069,Canertinib (CI-1033),286.327943276273
812,12-00069,Cediranib (AZD2171),187.465344848039
814,12-00069,Crizotinib (PF-2341066),231.468232704175
815,12-00069,Dasatinib,147.917006880139
816,12-00069,Doramapimod (BIRB 796),241.489020232763
817,12-00069,Dovitinib (CHIR-258),188.559251402607
818,12-00069,Erlotinib,280.438946221766
819,12-00069,Flavopiridol,103.525905079564
820,12-00069,Foretinib (XL880),132.920701308597
821,12-00069,GDC-0879,286.327943276273
822,12-00069,GDC-0941,150.774630521746
823,12-00069,GSK-1838705A,239.947371801733
824,12-00069,GSK690693,271.376863768111
825,12-00069,GW-2580,224.707635695042
826,12-00069,Gefitinib,283.776615383145
827,12-00069,Go6976,254.48776529481
828,12-00069,H-89,234.972655110879
829,12-00069,INK-128,135.215536538181
830,12-00069,Ibrutinib (PCI-32765),252.595566202465
831,12-00069,Idelalisib,189.574373073721
832,12-00069,Imatinib,224.618282665151
833,12-00069,JAK Inhibitor I,256.213397903014
834,12-00069,JNJ-28312141,114.391215629585
835,12-00069,JNJ-7706621,258.360690101686
836,12-00069,JNK Inhibitor II,274.7852332665
837,12-00069,KI20227,163.771106915575
838,12-00069,KN92,276.234305559173
839,12-00069,KN93,281.59098017562
840,12-00069,KW-2449,221.188906037925
841,12-00069,LY-333531,178.050747516317
842,12-00069,LY294002,195.377307833458
843,12-00069,Lapatinib,282.842178589797
844,12-00069,Lestaurtinib (CEP-701),147.28925215838
845,12-00069,Linifanib (ABT-869),180.986918545735
846,12-00069,MEK1/2 Inhibitor,270.141424470395
847,12-00069,MLN120B,262.084256126159
848,12-00069,Masitinib (AB-1010),202.717404464506
849,12-00069,Midostaurin,223.931633106927
850,12-00069,Motesanib (AMG-706),171.565051419102
851,12-00069,NF-kB Activation Inhibitor,246.148691446391
852,12-00069,NVP-TAE684,192.55846531163
853,12-00069,Neratinib (HKI-272),239.57871368826
855,12-00069,PD153035,269.029084295533
856,12-00069,PD173955,237.560291822967
857,12-00069,PD98059,282.780204868398
858,12-00069,PHA-665752,276.329592216037
859,12-00069,PI-103,179.748788502711
860,12-00069,PLX-4720,268.629011631272
861,12-00069,PP2,283.652149856059
862,12-00069,PP242,131.143869329481
863,12-00069,Pazopanib (GW786034),218.71311263314
864,12-00069,Pelitinib (EKB-569),206.50659582429
865,12-00069,Ponatinib (AP24534),225.15306223533
866,12-00069,Quizartinib (AC220),176.369288568644
867,12-00069,R406,210.765809608105
868,12-00069,R547,160.980020583759
869,12-00069,RAF265 (CHIR-265),226.767357882103
870,12-00069,Rapamycin,227.922118032345
871,12-00069,Roscovitine (CYC-202),278.6217997607
872,12-00069,SB-202190,281.99078004436
873,12-00069,SB-203580,280.804401556405
874,12-00069,SB-431542,271.257674894743
875,12-00069,SGX-523,276.254659252976
876,12-00069,SNS-032 (BMS-387032),99.9666188877075
877,12-00069,STO609,262.235346570548
878,12-00069,SYK Inhibitor,263.324153087757
879,12-00069,Selumetinib (AZD6244),168.278294006436
881,12-00069,Staurosporine,163.548257826967
883,12-00069,TG100-115,252.944223195247
884,12-00069,TG101348,159.587032599077
885,12-00069,Tandutinib (MLN518),226.404777409333
886,12-00069,Tofacitinib (CP-690550),246.639328291362
887,12-00069,Tozasertib (VX-680),245.555222520732
888,12-00069,Trametinib (GSK1120212),112.471823736744
889,12-00069,VX-745,241.425803140993
890,12-00069,Vandetanib (ZD6474),239.427832184398
891,12-00069,Vargetef,185.912547199506
892,12-00069,Vatalanib (PTK787),240.808227035226
893,12-00069,YM-155,179.439945475117
894,12-00069,p38 MAP Kinase Inhibitor,286.139033730981
895,12-00123,A-674563,154.362060914647
896,12-00123,AKT Inhibitor IV,83.0929727599754
897,12-00123,AMPK Inhibitor,183.624990417257
898,12-00123,AT7519,85.1586107146605
899,12-00123,AZD1152-HQPA (AZD2811),163.238055567632
900,12-00123,AZD1480,143.324152795714
901,12-00123,Afatinib (BIBW-2992),168.247795849977
902,12-00123,Alisertib (MLN8237),231.406579127978
903,12-00123,Axitinib (AG-013736),147.006492637051
904,12-00123,BEZ235,120.890070977143
905,12-00123,BI-2536,119.671092043067
906,12-00123,BMS-345541,233.048314680467
907,12-00123,Bortezomib (Velcade),94.6838781950528
908,12-00123,Bosutinib (SKI-606),129.643460689255
909,12-00123,CHIR-99021,261.477426202484
910,12-00123,CI-1040 (PD184352),198.790054788528
911,12-00123,CYT387,142.344064957282
912,12-00123,Canertinib (CI-1033),211.461728302896
913,12-00123,Cediranib (AZD2171),187.666669994958
914,12-00123,Crenolanib,141.8655014034885
915,12-00123,Crizotinib (PF-2341066),146.738520872025
916,12-00123,Dasatinib,112.39832376499281
917,12-00123,Doramapimod (BIRB 796),102.16035167409
918,12-00123,Dovitinib (CHIR-258),111.291950131834
919,12-00123,Erlotinib,190.637505341921
920,12-00123,Flavopiridol,110.258665796204
921,12-00123,Foretinib (XL880),99.3156501421829
922,12-00123,GDC-0879,285.176312308818
923,12-00123,GDC-0941,138.5726312320055
924,12-00123,GSK-1838705A,185.685878814326
925,12-00123,GSK-1904529A,255.518541686632
926,12-00123,GSK690693,186.39681256398
927,12-00123,GW-2580,151.707483219532
928,12-00123,Gefitinib,200.248990432476
929,12-00123,Go6976,171.64899309772
930,12-00123,H-89,234.193922185244
931,12-00123,INK-128,58.646988409502
932,12-00123,Ibrutinib (PCI-32765),223.138970060073
933,12-00123,Idelalisib,161.524356947735
934,12-00123,Imatinib,157.776435472504
935,12-00123,JAK Inhibitor I,201.213530240421
936,12-00123,JNJ-28312141,126.576408462565
937,12-00123,JNJ-7706621,205.686393966542
938,12-00123,JNK Inhibitor II,191.347400226841
940,12-00123,KN92,219.024393108807
941,12-00123,KN93,217.452697558233
942,12-00123,KW-2449,188.805568919728
943,12-00123,LY-333531,171.249001720158
944,12-00123,LY294002,140.512108647595
945,12-00123,Lapatinib,196.572776429639
946,12-00123,Lestaurtinib (CEP-701),118.289613268797
947,12-00123,Linifanib (ABT-869),120.192729777825
948,12-00123,MEK1/2 Inhibitor,211.933330154925
950,12-00123,MK-2206,116.562743484869
952,12-00123,Masitinib (AB-1010),193.783963634576
953,12-00123,Midostaurin,139.309184749161
954,12-00123,Motesanib (AMG-706),150.941232009625
955,12-00123,NF-kB Activation Inhibitor,186.872521198384
957,12-00123,Neratinib (HKI-272),224.976800212827
958,12-00123,Nilotinib,209.08060302725266
959,12-00123,PD153035,182.130887897348
960,12-00123,PD173955,219.864892136032
961,12-00123,PD98059,220.327369663211
962,12-00123,PHA-665752,153.52731786716
963,12-00123,PI-103,79.2882451560882
964,12-00123,PLX-4720,179.721459037538
965,12-00123,PP2,194.830385617242
966,12-00123,PP242,119.862980503136
967,12-00123,Pazopanib (GW786034),119.263523394737
968,12-00123,Pelitinib (EKB-569),117.901281817544
969,12-00123,Ponatinib (AP24534),153.61739023672735
970,12-00123,Quizartinib (AC220),85.9541281033618
971,12-00123,R406,124.102815238295
972,12-00123,R547,202.917077268571
973,12-00123,RAF265 (CHIR-265),82.1706777867873
974,12-00123,Rapamycin,132.863515272853
975,12-00123,Roscovitine (CYC-202),244.509980433318
976,12-00123,SB-202190,165.188970030609
977,12-00123,SB-203580,173.725339171021
978,12-00123,SB-431542,181.003107623766
980,12-00123,SNS-032 (BMS-387032),66.8836136052258
981,12-00123,STO609,230.837299097314
982,12-00123,SYK Inhibitor,177.485054561663
983,12-00123,Selumetinib (AZD6244),230.201744228165
984,12-00123,Sorafenib,155.008370847743
985,12-00123,Staurosporine,184.095144741979
986,12-00123,Sunitinib,158.23989469892732
987,12-00123,TG100-115,167.851758500319
988,12-00123,TG101348,149.350086090527
989,12-00123,Tandutinib (MLN518),171.93546680195
990,12-00123,Tofacitinib (CP-690550),147.552281323073
991,12-00123,Tozasertib (VX-680),193.776983751781
992,12-00123,Trametinib (GSK1120212),145.042498181255
993,12-00123,VX-745,150.211578688011
994,12-00123,Vandetanib (ZD6474),139.362351404429
995,12-00123,Vargetef,174.688556666766
996,12-00123,Vatalanib (PTK787),177.348566072175
997,12-00123,YM-155,200.918536914184
998,12-00123,p38 MAP Kinase Inhibitor,209.056628373299
999,12-00127,A-674563,184.393391597165
1000,12-00127,AKT Inhibitor IV,174.605061203765
1001,12-00127,AMPK Inhibitor,252.52485334497
1002,12-00127,AT7519,194.7166279116
1003,12-00127,AZD1152-HQPA (AZD2811),204.929629956587
1004,12-00127,AZD1480,199.374273099415
1005,12-00127,Afatinib (BIBW-2992),199.430671386256
1006,12-00127,Alisertib (MLN8237),208.656881701019
1007,12-00127,Axitinib (AG-013736),242.808787018212
1008,12-00127,BEZ235,225.949755458709
1009,12-00127,BI-2536,152.511302504114
1010,12-00127,BMS-345541,202.217144153427
1011,12-00127,Bosutinib (SKI-606),265.961711708267
1012,12-00127,CHIR-99021,269.330433631115
1013,12-00127,CI-1040 (PD184352),180.998009903135
1014,12-00127,CYT387,286.327943276273
1015,12-00127,Canertinib (CI-1033),185.848169367317
1016,12-00127,Cediranib (AZD2171),284.86248717124
1018,12-00127,Crizotinib (PF-2341066),200.242432081391
1019,12-00127,Dasatinib,255.788138272782
1020,12-00127,Doramapimod (BIRB 796),286.327943276273
1021,12-00127,Dovitinib (CHIR-258),97.6748338877698
1022,12-00127,Erlotinib,217.920416168252
1023,12-00127,Flavopiridol,156.542976168289
1024,12-00127,Foretinib (XL880),153.169644693142
1025,12-00127,GDC-0879,286.327943276273
1026,12-00127,GDC-0941,187.03416067683
1027,12-00127,GSK-1838705A,252.805883542474
1028,12-00127,GSK-1904529A,217.250286185489
1029,12-00127,GSK690693,273.258022799615
1030,12-00127,GW-2580,144.826084154933
1031,12-00127,Gefitinib,255.169603241547
1032,12-00127,Go6976,284.26273490861
1033,12-00127,H-89,179.652556289683
1034,12-00127,INK-128,127.987776750124
1035,12-00127,Ibrutinib (PCI-32765),253.049735835795
