,Argonne_ID,DepMap_ID,cell_line_name,stripped_cell_line_name,CCLE_Name,Manual_edit
266,GDSC.EHEB,ACH-000038,EHEB,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
267,CTRP.EHEB,ACH-000038,EHEB,EHEB,EHEB_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
268,CCLE.SKNMC,ACH-000039,SK-N-MC,SKNMC,SKNMC_BONE,
269,CTRP.SK-N-MC,ACH-000039,SK-N-MC,SKNMC,SKNMC_BONE,
270,CCLE.U118MG,ACH-000040,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
271,GDSC.U-118-MG,ACH-000040,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
272,CTRP.U-118-MG,ACH-000040,U-118 MG,U118MG,U118MG_CENTRAL_NERVOUS_SYSTEM,
273,CCLE.RDES,ACH-000041,RD-ES,RDES,RDES_BONE,
274,GDSC.RD-ES,ACH-000041,RD-ES,RDES,RDES_BONE,
275,CTRP.RD-ES,ACH-000041,RD-ES,RDES,RDES_BONE,
276,CCLE.PANC0203,ACH-000042,Panc 02.03,PANC0203,PANC0203_PANCREAS,
277,GDSC.PANC-02-03,ACH-000042,Panc 02.03,PANC0203,PANC0203_PANCREAS,
278,gCSI.PANC-02-03,ACH-000042,Panc 02.03,PANC0203,PANC0203_PANCREAS,
279,CTRP.Panc-02-03,ACH-000042,Panc 02.03,PANC0203,PANC0203_PANCREAS,
280,CCLE.MDAMB134VI,ACH-000044,MDA-MB-134-VI,MDAMB134VI,MDAMB134VI_BREAST,
281,GDSC.MDA-MB-134-VI,ACH-000044,MDA-MB-134-VI,MDAMB134VI,MDAMB134VI_BREAST,
282,CCLE.MV411,ACH-000045,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
283,GDSC.MV-4-11,ACH-000045,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
284,gCSI.MV-4-11,ACH-000045,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
285,CTRP.MV-4-11,ACH-000045,MV4;11,MV411,MV411_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
286,NCI60.ACHN,ACH-000046,ACHN,ACHN,ACHN_KIDNEY,
287,CCLE.ACHN,ACH-000046,ACHN,ACHN,ACHN_KIDNEY,
288,GDSC.ACHN,ACH-000046,ACHN,ACHN,ACHN_KIDNEY,
289,gCSI.ACHN,ACH-000046,ACHN,ACHN,ACHN_KIDNEY,
290,CTRP.ACHN,ACH-000046,ACHN,ACHN,ACHN_KIDNEY,
291,CCLE.GCIY,ACH-000047,GCIY,GCIY,GCIY_STOMACH,
292,GDSC.GCIY,ACH-000047,GCIY,GCIY,GCIY_STOMACH,
293,CCLE.TOV112D,ACH-000048,TOV-112D,TOV112D,TOV112D_OVARY,
294,GDSC.TOV-112D,ACH-000048,TOV-112D,TOV112D,TOV112D_OVARY,
295,gCSI.TOV-112D,ACH-000048,TOV-112D,TOV112D,TOV112D_OVARY,
296,CTRP.TOV-112D,ACH-000048,TOV-112D,TOV112D,TOV112D_OVARY,
297,CCLE.NCIH929,ACH-000050,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
298,GDSC.NCI-H929,ACH-000050,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
299,CTRP.NCI-H929,ACH-000050,NCI-H929,NCIH929,NCIH929_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
300,CCLE.A673,ACH-000052,A-673,A673,A673_BONE,
301,GDSC.A673,ACH-000052,A-673,A673,A673_BONE,
302,gCSI.A673,ACH-000052,A-673,A673,A673_BONE,
303,CTRP.A673,ACH-000052,A-673,A673,A673_BONE,
304,CCLE.KARPAS299,ACH-000053,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
305,GDSC.KARPAS-299,ACH-000053,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
306,CTRP.KARPAS-299,ACH-000053,KARPAS-299,KARPAS299,KARPAS299_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
307,CCLE.HT1080,ACH-000054,HT-1080,HT1080,HT1080_SOFT_TISSUE,
308,GDSC.HT-1080,ACH-000054,HT-1080,HT1080,HT1080_SOFT_TISSUE,
309,gCSI.HT-1080,ACH-000054,HT-1080,HT1080,HT1080_SOFT_TISSUE,
310,CTRP.HT-1080,ACH-000054,HT-1080,HT1080,HT1080_SOFT_TISSUE,
311,CCLE.D283MED,ACH-000055,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
312,GDSC.D-283MED,ACH-000055,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
313,CTRP.D-283MED,ACH-000055,D283 Med,D283MED,D283MED_CENTRAL_NERVOUS_SYSTEM,
314,CCLE.DOHH2,ACH-000056,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
315,GDSC.DOHH-2,ACH-000056,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
316,gCSI.DOHH-2,ACH-000056,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
317,CTRP.DOHH-2,ACH-000056,DOHH-2,DOHH2,DOHH2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
318,CCLE.OPM-1-2,ACH-000057,OPM-1,OPM1,OPM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,Yes
319,CCLE.ML1,ACH-000058,ML-1,ML1,ML1_THYROID,
320,GDSC.ML-1,ACH-000058,ML-1,ML1,ML1_THYROID,
321,CTRP.ML-1,ACH-000058,ML-1,ML1,ML1_THYROID,
322,CCLE.SUPB15,ACH-000059,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
323,GDSC.SUP-B15,ACH-000059,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
324,CTRP.SUP-B15,ACH-000059,SUP-B15,SUPB15,SUPB15_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
325,CCLE.PANC1005,ACH-000060,Panc 10.05,PANC1005,PANC1005_PANCREAS,
326,GDSC.PANC-10-05,ACH-000060,Panc 10.05,PANC1005,PANC1005_PANCREAS,
327,gCSI.PANC-10-05,ACH-000060,Panc 10.05,PANC1005,PANC1005_PANCREAS,
328,CTRP.Panc-10-05,ACH-000060,Panc 10.05,PANC1005,PANC1005_PANCREAS,
329,CCLE.HH,ACH-000061,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
330,GDSC.HH,ACH-000061,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
331,CTRP.HH,ACH-000061,HH,HH,HH_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
332,CCLE.RERFLCMS,ACH-000062,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
333,GDSC.RERF-LC-MS,ACH-000062,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
334,gCSI.RERF-LC-MS,ACH-000062,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
335,CTRP.RERF-LC-MS,ACH-000062,RERF-LC-MS,RERFLCMS,RERFLCMS_LUNG,
336,CCLE.HS616T,ACH-000063,,HS616T,HS616T_FIBROBLAST,
337,CCLE.OCIAML5,ACH-000065,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
338,GDSC.OCI-AML5,ACH-000065,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
339,gCSI.OCI-AML5,ACH-000065,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
340,CTRP.OCI-AML5,ACH-000065,OCI-AML5,OCIAML5,OCIAML5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
341,CCLE.HCC4006,ACH-000066,HCC4006,HCC4006,HCC4006_LUNG,
342,gCSI.HCC4006,ACH-000066,HCC4006,HCC4006,HCC4006_LUNG,
343,CTRP.HCC4006,ACH-000066,HCC4006,HCC4006,HCC4006_LUNG,
344,CCLE.HS683,ACH-000067,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
345,GDSC.Hs-683,ACH-000067,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
346,gCSI.HS-683,ACH-000067,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
347,CTRP.Hs-683,ACH-000067,Hs 683,HS683,HS683_CENTRAL_NERVOUS_SYSTEM,
348,CCLE.HS611T,ACH-000069,Hs 611.T,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
349,CTRP.Hs-611-T,ACH-000069,Hs 611.T,HS611T,HS611T_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
350,CCLE.697,ACH-000070,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
351,GDSC.697,ACH-000070,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
352,CTRP.697,ACH-000070,697,697,697_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
353,CCLE.MEG01,ACH-000072,MEG-01,MEG01,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
354,GDSC.MEG-01,ACH-000072,MEG-01,MEG01,MEG01_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
355,CCLE.GRANTA519,ACH-000073,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
356,GDSC.GRANTA-519,ACH-000073,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
357,gCSI.GRANTA-519,ACH-000073,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
358,CTRP.GRANTA-519,ACH-000073,GRANTA-519,GRANTA519,GRANTA519_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
359,CCLE.KU812,ACH-000074,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
360,GDSC.KU812,ACH-000074,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
361,gCSI.KU812,ACH-000074,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
362,CTRP.KU812,ACH-000074,KU812,KU812,KU812_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
363,CCLE.U87MG,ACH-000075,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
364,GDSC.U-87-MG,ACH-000075,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
365,gCSI.U-87-MG,ACH-000075,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
366,CTRP.U-87-MG,ACH-000075,U-87 MG,U87MG,U87MG_CENTRAL_NERVOUS_SYSTEM,
367,CCLE.MHHNB11,ACH-000078,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
368,GDSC.MHH-NB-11,ACH-000078,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
369,CTRP.MHH-NB-11,ACH-000078,MHH-NB-11,MHHNB11,MHHNB11_AUTONOMIC_GANGLIA,
370,CCLE.BDCM,ACH-000080,BDCM,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
371,CTRP.BDCM,ACH-000080,BDCM,BDCM,BDCM_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
372,CCLE.GDM1,ACH-000081,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
373,GDSC.GDM-1,ACH-000081,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
374,CTRP.GDM-1,ACH-000081,GDM-1,GDM1,GDM1_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
375,CCLE.G292CLONEA141B1,ACH-000082,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
376,GDSC.G-292-Clone-A141B1,ACH-000082,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
377,CTRP.G-292-clone-A141B1,ACH-000082,"G-292, clone A141B1",G292CLONEA141B1,G292CLONEA141B1_BONE,
378,CCLE.HS281T,ACH-000083,Hs 281.T,HS281T,HS281T_FIBROBLAST,
379,CCLE.T3M4,ACH-000085,T3M-4,T3M4,T3M4_PANCREAS,
380,CCLE.ACCMESO1,ACH-000086,ACC-MESO-1,ACCMESO1,ACCMESO1_PLEURA,
381,CTRP.ACC-MESO-1,ACH-000086,ACC-MESO-1,ACCMESO1,ACCMESO1_PLEURA,
382,CCLE.SKES1,ACH-000087,SK-ES-1,SKES1,SKES1_BONE,
383,GDSC.SK-ES-1,ACH-000087,SK-ES-1,SKES1,SKES1_BONE,
384,CTRP.SK-ES-1,ACH-000087,SK-ES-1,SKES1,SKES1_BONE,
385,CCLE.HS172T,ACH-000088,,HS172T,HS172T_FIBROBLAST,
386,NCI60.PC-3,ACH-000090,PC-3,PC3,PC3_PROSTATE,
387,CCLE.PC3,ACH-000090,PC-3,PC3,PC3_PROSTATE,
388,GDSC.PC-3,ACH-000090,PC-3,PC3,PC3_PROSTATE,
389,gCSI.PC-3,ACH-000090,PC-3,PC3,PC3_PROSTATE,
390,CTRP.PC-3,ACH-000090,PC-3,PC3,PC3_PROSTATE,
391,CCLE.OV56,ACH-000091,OV56,OV56,OV56_OVARY,
392,GDSC.OV-56,ACH-000091,OV56,OV56,OV56_OVARY,
393,CTRP.OV56,ACH-000091,OV56,OV56,OV56_OVARY,
394,CCLE.NCIH2452,ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
395,GDSC.NCI-H2452,ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
396,gCSI.NCI-H2452,ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
397,CTRP.NCI-H2452,ACH-000092,NCI-H2452,NCIH2452,NCIH2452_PLEURA,
398,CCLE.HPAFII,ACH-000094,HPAF-II,HPAFII,HPAFII_PANCREAS,
399,GDSC.HPAF-II,ACH-000094,HPAF-II,HPAFII,HPAFII_PANCREAS,
400,gCSI.HPAF-II,ACH-000094,HPAF-II,HPAFII,HPAFII_PANCREAS,
401,CTRP.HPAF-II,ACH-000094,HPAF-II,HPAFII,HPAFII_PANCREAS,
402,CCLE.D341MED,ACH-000095,D341,D341,D341MED_CENTRAL_NERVOUS_SYSTEM,
403,CCLE.G401,ACH-000096,G-401,G401,G401_SOFT_TISSUE,
404,GDSC.G-401,ACH-000096,G-401,G401,G401_SOFT_TISSUE,
405,gCSI.G-401,ACH-000096,G-401,G401,G401_SOFT_TISSUE,
406,CTRP.G-401,ACH-000096,G-401,G401,G401_SOFT_TISSUE,
407,CCLE.ZR751,ACH-000097,ZR-75-1,ZR751,ZR751_BREAST,
408,CTRP.ZR-75-1,ACH-000097,ZR-75-1,ZR751,ZR751_BREAST,
409,CCLE.GAMG,ACH-000098,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
410,GDSC.GAMG,ACH-000098,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
411,CTRP.GAMG,ACH-000098,GAMG,GAMG,GAMG_CENTRAL_NERVOUS_SYSTEM,
412,CCLE.SIMA,ACH-000099,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
413,GDSC.SIMA,ACH-000099,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
414,gCSI.SIMA,ACH-000099,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
415,CTRP.SIMA,ACH-000099,SIMA,SIMA,SIMA_AUTONOMIC_GANGLIA,
416,CCLE.RH41,ACH-000100,RH-41,RH41,RH41_SOFT_TISSUE,
417,GDSC.RH-41,ACH-000100,RH-41,RH41,RH41_SOFT_TISSUE,
418,CTRP.RH-41,ACH-000100,RH-41,RH41,RH41_SOFT_TISSUE,
419,CCLE.KE37,ACH-000101,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
420,GDSC.KE-37,ACH-000101,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
421,CTRP.KE-37,ACH-000101,KE-37,KE37,KE37_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
422,CCLE.GMS10,ACH-000102,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
423,GDSC.GMS-10,ACH-000102,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
424,CTRP.GMS-10,ACH-000102,GMS-10,GMS10,GMS10_CENTRAL_NERVOUS_SYSTEM,
425,CCLE.CAOV4,ACH-000103,Caov-4,CAOV4,CAOV4_OVARY,
426,GDSC.Caov-4,ACH-000103,Caov-4,CAOV4,CAOV4_OVARY,
427,CCLE.LOUCY,ACH-000104,Loucy,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
428,GDSC.LOUCY,ACH-000104,Loucy,LOUCY,LOUCY_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
429,CCLE.ALLSIL,ACH-000105,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
430,GDSC.ALL-SIL,ACH-000105,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
431,CTRP.ALL-SIL,ACH-000105,ALL-SIL,ALLSIL,ALLSIL_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
432,CCLE.JVM2,ACH-000106,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
433,GDSC.JVM-2,ACH-000106,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
434,CTRP.JVM-2,ACH-000106,JVM-2,JVM2,JVM2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
435,CCLE.CAPAN2,ACH-000107,Capan-2,CAPAN2,CAPAN2_PANCREAS,
436,GDSC.Capan-2,ACH-000107,Capan-2,CAPAN2,CAPAN2_PANCREAS,
437,gCSI.CAPAN-2,ACH-000107,Capan-2,CAPAN2,CAPAN2_PANCREAS,
438,CTRP.Capan-2,ACH-000107,Capan-2,CAPAN2,CAPAN2_PANCREAS,
439,CCLE.KP3,ACH-000108,KP-3,KP3,KP3_PANCREAS,
440,GDSC.KP-3,ACH-000108,KP-3,KP3,KP3_PANCREAS,
441,gCSI.KP-3,ACH-000108,KP-3,KP3,KP3_PANCREAS,
442,CTRP.KP-3,ACH-000108,KP-3,KP3,KP3_PANCREAS,
443,CCLE.NCIH3255,ACH-000109,NCI-H3255,NCIH3255,NCIH3255_LUNG,
444,CCLE.HCC1187,ACH-000111,HCC1187,HCC1187,HCC1187_BREAST,
445,GDSC.HCC1187,ACH-000111,HCC1187,HCC1187,HCC1187_BREAST,
446,gCSI.HCC1187,ACH-000111,HCC1187,HCC1187,HCC1187_BREAST,
447,CCLE.SIGM5,ACH-000112,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
448,GDSC.SIG-M5,ACH-000112,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
449,CTRP.SIG-M5,ACH-000112,SIG-M5,SIGM5,SIGM5_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
450,CCLE.OCIAML2,ACH-000113,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
451,GDSC.OCI-AML2,ACH-000113,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
452,gCSI.OCI-AML2,ACH-000113,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
453,CTRP.OCI-AML2,ACH-000113,OCI-AML2,OCIAML2,OCIAML2_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
454,CCLE.SU8686,ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,
455,GDSC.SU8686,ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,
456,gCSI.SU-86-86,ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,
457,CTRP.SU-86-86,ACH-000114,SU.86.86,SU8686,SU8686_PANCREAS,
458,CCLE.VCAP,ACH-000115,VCaP,VCAP,VCAP_PROSTATE,
459,GDSC.VCaP,ACH-000115,VCaP,VCAP,VCAP_PROSTATE,
460,CTRP.VCaP,ACH-000115,VCaP,VCAP,VCAP_PROSTATE,
461,CCLE.OAW28,ACH-000116,OAW28,OAW28,OAW28_OVARY,
462,GDSC.OAW-28,ACH-000116,OAW28,OAW28,OAW28_OVARY,
463,CTRP.OAW-28,ACH-000116,OAW28,OAW28,OAW28_OVARY,
464,CCLE.EFM192A,ACH-000117,EFM-192A,EFM192A,EFM192A_BREAST,
465,GDSC.EFM-192A,ACH-000117,EFM-192A,EFM192A,EFM192A_BREAST,
466,CTRP.EFM-192A,ACH-000117,EFM-192A,EFM192A,EFM192A_BREAST,
467,CCLE.HUPT3,ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,
468,GDSC.HuP-T3,ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,
469,gCSI.HUP-T3,ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,
470,CTRP.HuP-T3,ACH-000118,HUP-T3,HUPT3,HUPT3_PANCREAS,
471,CCLE.CHP212,ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,
472,GDSC.CHP-212,ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,
473,gCSI.CHP-212,ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,
474,CTRP.CHP-212,ACH-000120,CHP-212,CHP212,CHP212_AUTONOMIC_GANGLIA,
475,CCLE.NCIH2405,ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,
476,GDSC.NCI-H2405,ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,
477,gCSI.NCI-H2405,ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,
478,CTRP.NCI-H2405,ACH-000121,NCI-H2405,NCIH2405,NCIH2405_LUNG,
479,CCLE.COV434,ACH-000123,COV434,COV434,COV434_OVARY,
480,CTRP.COV434,ACH-000123,COV434,COV434,COV434_OVARY,
481,CCLE.OCILY19,ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
482,GDSC.OCI-LY-19,ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
483,CTRP.OCI-LY-19,ACH-000124,OCI-LY-19,OCILY19,OCILY19_HAEMATOPOIETIC_AND_LYMPHOID_TISSUE,
484,CCLE.KG1C,ACH-000126,KG-1-C,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,
485,GDSC.KG-1-C,ACH-000126,KG-1-C,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,
486,CTRP.KG-1-C,ACH-000126,KG-1-C,KG1C,KG1C_CENTRAL_NERVOUS_SYSTEM,
487,CCLE.SLR20,ACH-000127,SLR 20,SLR20,SLR20_KIDNEY,
488,CCLE.LN319,ACH-000128,LN-319,LN319,LN319_CENTRAL_NERVOUS_SYSTEM,
489,CCLE.NCIH1341,ACH-000129,NCI-H1341,NCIH1341,NCIH1341_LUNG,
490,GDSC.NCI-H1341,ACH-000129,NCI-H1341,NCIH1341,NCIH1341_LUNG,
491,CTRP.NCI-H1341,ACH-000129,NCI-H1341,NCIH1341,NCIH1341_LUNG,
492,CCLE.HS229T,ACH-000131,Hs 229.T,HS229T,HS229T_FIBROBLAST,
493,CCLE.JHOS2,ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,
494,GDSC.JHOS-2,ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,
495,CTRP.JHOS-2,ACH-000132,JHOS-2,JHOS2,JHOS2_OVARY,
496,CCLE.HS729,ACH-000133,Hs 729,HS729,HS729_SOFT_TISSUE,
497,CTRP.Hs-729,ACH-000133,Hs 729,HS729,HS729_SOFT_TISSUE,
498,CCLE.HS274T,ACH-000134,HS274T,HS274T,HS274T_FIBROBLAST,
499,CCLE.HS940T,ACH-000135,Hs 940.T,HS940T,HS940T_FIBROBLAST,
500,GDSC.Hs-940-T,ACH-000135,Hs 940.T,HS940T,HS940T_FIBROBLAST,
501,CTRP.Hs-940-T,ACH-000135,Hs 940.T,HS940T,HS940T_FIBROBLAST,
502,CCLE.CHP126,ACH-000136,CHP-126,CHP126,CHP126_AUTONOMIC_GANGLIA,
503,GDSC.CHP-126,ACH-000136,CHP-126,CHP126,CHP126_AUTONOMIC_GANGLIA,
504,CTRP.CHP-126,ACH-000136,CHP-126,CHP126,CHP126_AUTONOMIC_GANGLIA,
505,CCLE.8MGBA,ACH-000137,8-MG-BA,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,
506,GDSC.8-MG-BA,ACH-000137,8-MG-BA,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,
507,CTRP.8-MG-BA,ACH-000137,8-MG-BA,8MGBA,8MGBA_CENTRAL_NERVOUS_SYSTEM,
508,CCLE.CFPAC1,ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,
509,GDSC.CFPAC-1,ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,
510,gCSI.CFPAC-1,ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,
511,CTRP.CFPAC-1,ACH-000138,CFPAC-1,CFPAC1,CFPAC1_PANCREAS,
512,CCLE.PANC0327,ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,
513,GDSC.PANC-03-27,ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,
514,gCSI.PANC-03-27,ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,
515,CTRP.Panc-03-27,ACH-000139,Panc 03.27,PANC0327,PANC0327_PANCREAS,
516,CCLE.SNU308,ACH-000141,SNU-308,SNU308,SNU308_BILIARY_TRACT,
517,CTRP.SNU-308,ACH-000141,SNU-308,SNU308,SNU308_BILIARY_TRACT,
518,CCLE.CAL29,ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,
519,GDSC.CAL-29,ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,
520,CTRP.CAL-29,ACH-000142,CAL-29,CAL29,CAL29_URINARY_TRACT,
521,CCLE.HCC2429,ACH-000143,,HCC2429,HCC2429_LUNG,
522,CCLE.RERFGC1B,ACH-000144,RERF-GC-1B,RERFGC1B,RERFGC1B_STOMACH,
523,GDSC.RERF-GC-1B,ACH-000144,RERF-GC-1B,RERFGC1B,RERFGC1B_STOMACH,
524,gCSI.RERF-GC-1B,ACH-000144,RERF-GC-1B,RERFGC1B,RERFGC1B_STOMACH,
525,CCLE.SKLMS1,ACH-000145,SK-LMS-1,SKLMS1,SKLMS1_SOFT_TISSUE,
